Y_US_all_obs,Pi_US_all_obs,R_US_all_obs
1.9377667648257102e-5,-1.1255303674457915,-0.9328996789289963
-1.9376504933887873e-5,-1.1761008084830393,-0.9440756837362939
0.14637811679740764,-0.7281577980603915,-0.8503147966401253
-0.1849346551615838,-1.002115238401778,-0.8119193502583267
-0.41396119700003453,-0.7905256582563848,-0.7043278334707676
-0.8562578817720379,-0.5666398389285345,-0.5984965270102646
-1.5893665053423156,-0.852703224762464,-0.5665418173848212
-1.2635961947420782,-0.21005395806597932,-0.5144885045763066
-1.5963225989573004,0.16569597205508668,-0.4858131071829862
-0.657208800130249,-0.014737222864978812,-0.4564742313239281
-0.6819000851950641,-0.04593707938654254,-0.45496766908884817
-1.2864652364751095,-0.016637140558226418,-0.4382265188154713
-0.8417767229619955,0.023517783626402465,-0.3818234421695172
-1.9780764453874333,-0.3827885139580286,-0.3771333835903506
-3.9777106060618905,0.3130162043637339,-0.74641717296124
-2.9402588701670673,-0.19403555061079147,-0.9597368599727466
-0.8485668938348567,-0.9227604381861366,-0.8800429976559422
0.8010541673232119,-0.7614275433869633,-0.6502700473354461
1.752629589089505,-0.6924979449287614,-0.5462478185819772
2.7235085429126116,-0.6929653904924193,-0.4194104933433014
1.7356181797205217,-0.34991538193491767,-0.29581335660831315
1.0896352543150911,-0.2617263625093982,-0.19287226345977987
2.0925043720385617,-0.7743400397389794,-0.2070381521189402
0.650331830249673,-0.2659701227202157,-0.2679944960317414
0.3076931126827276,-0.8087777140800864,-0.45683058055620174
-1.3912112240400454,-0.22505225206719115,-0.615762746971394
-1.1493237489792918,-0.6638115783730694,-0.6985725004701514
-0.12423370024947644,-0.8986491355323355,-0.7559184171802805
0.8717443704095551,-0.47480133364267013,-0.7766289200410481
1.680851158818708,-0.7204995463807229,-0.5883773550326478
2.1508989493830732,-0.47700095536743015,-0.5773450995476953
1.7846861997012908,-0.48924289574809876,-0.5374463553878773
1.7090163744044595,-0.579115876129858,-0.4767019076421149
0.8967732878569556,-0.6230595720832754,-0.45726460377269984
0.8328432245050088,-0.5474778460920532,-0.44654668833465205
0.7872269159343581,-0.6794795485518071,-0.4474106290076269
1.579398069991722,-0.2554939253697341,-0.35822318338243986
0.9613682877344765,-0.5943509921399245,-0.32589961287725727
1.591202870721542,-0.45460026021201616,-0.32334145291150734
1.2568981886956543,-0.7036161874189969,-0.316719402928441
1.3351812519509565,-0.6394227341582754,-0.32501285067390373
0.3752700493079075,-0.4046822090809349,-0.2966577111524168
1.2642654238817386,-0.5555623834381394,-0.1970984262891315
1.0388842956479571,-0.22840920104367338,-0.17144078694113046
1.5897661623961667,-0.5687624635320513,-0.17231048021731557
2.0577554162705347,-0.33909266897920515,-0.14949621816588815
2.4875506368451816,0.06449720390388475,-0.05296784051928242
1.125520681044101,0.03641425643972386,0.03437504867901484
0.41308515372913135,-0.0036052688245457112,0.15780556387185954
-0.1867225641434267,-0.05017254822408997,0.19533369431952494
-0.610361480339705,-0.6120838881190425,0.012053556343737809
-1.5912777652926202,-0.260580845741491,-0.19293414994825986
-1.636043008103183,0.13499458700035605,-0.2170141380844785
-1.787551090566808,0.22307880525524598,-0.14947205076829717
-0.8552016386187411,0.11471332495507844,0.0032012531967251165
-0.38010031273074674,0.10445288063885716,0.29799703546212386
-0.6993108353872124,0.47756131265814517,0.2891956078746347
-1.2422215606676446,0.3650264782319718,0.2827665764649701
-0.7207632715569012,0.3499139724576168,0.4421367066538992
-1.2866323018752013,0.7029900789782356,0.8683262519392495
-1.4266148187536132,0.49793343645150523,1.0345923854308436
-2.423770395654934,0.6571460608318014,1.024904280228457
-2.8947245516695475,0.7222443302381827,0.9303769404857911
-2.9743502105908703,0.5253955855241884,0.7647373408136738
-2.35152390891864,0.1649424245440661,0.47388252736990827
-3.395761329001701,0.5758532294620301,0.1903270036070749
-1.1510036968596538,-0.026111712317784634,-0.22713898218285516
-1.0416153085119895,0.04813563505639655,-0.05376484863229801
-0.7070673634093083,0.12316188894360755,0.17332423851865522
-0.8907769800631904,-0.13071985438299227,-0.010311740887820019
0.2507841299346225,-0.05546132192083674,-0.3060344662199618
1.4952650058681627,-0.22196337099274324,-0.11657849783233645
1.4139200476015468,-0.06728075272927452,-0.00789150587971587
1.8933930406923594,0.1629715214240296,0.09179390355218559
2.861216727153959,0.6944070467953543,0.43132644956062616
2.482204707868352,1.2058375937144008,0.7449517252707892
0.8365701287711858,1.084784933514835,1.4200286207953383
0.6790904085974603,1.6358940855493338,1.2830061310056218
-0.9075643794997923,2.0650245606493467,1.11763854687885
-1.2756293324147627,1.7784420596500383,1.5845717755977848
-2.4903211833602334,1.9072349183452242,1.788108324606517
-2.9574593899939217,2.162532134864387,1.1191199156960194
-3.9330364388179717,1.2514614846835752,0.3698914107577035
-3.0766993343490867,0.33244025849428605,0.15999996189958784
-1.5357441475581268,1.1198245212789528,0.34276527547361313
-0.557029572512846,0.9605671373061939,0.15698866984141507
0.9464170885008727,0.27556251875889315,0.013971441781851501
0.9337477613761358,0.024521168750411305,0.10351148461837709
0.7558123080731782,0.7180557023443005,0.12674383805173806
0.7365800766918618,0.5790290864505604,0.024881640616370923
1.0663567698298237,0.951735407254924,-0.02719557900486627
1.9064495103799928,0.8667355414749038,0.09325137887385895
2.425768342219925,0.5089204032591532,0.257164209869739
1.358842238375857,0.5974192288581974,0.42976457874004326
0.7285304744101495,0.8416249225074955,0.48960129876436354
2.98464614490328,1.3819404395624841,0.6175450245402568
2.490355227372909,1.4355023436744134,0.8182887309199561
2.3070979318230656,1.433451272963478,1.1794794167785314
1.1852099291565388,1.6199658096802354,1.3017159535470217
0.20367085631018966,2.2638065397185794,1.327547151234911
-0.07931462694896751,2.306550533960745,1.5127538605623356
-0.6957930717462091,2.250621971686808,2.151700248415537
-1.1217074049142184,3.0029493018937714,2.489461987731407
-3.3526137802743605,2.4559993206573694,1.827246443735973
-3.491784149092503,0.9954305378609088,1.2368080664397325
-1.9527510530535253,1.8984104122689534,2.653910327560221
-0.6045908415348578,1.8643611989356763,2.8496534416120496
-1.659265807349719,1.1984448274275983,3.1483921190383892
-0.9190068694628017,1.881324215308687,3.103131399117475
-2.134146270332238,0.7495784763624922,2.143775762849651
-3.4337834370039566,0.020040642560652418,2.305030741695506
-2.780424438255924,0.5657057345802001,2.3777537706481917
-2.8660334810471255,0.8602679229189687,1.515727726821365
-2.532274295995407,-0.5584232743679916,1.10839312757825
-1.1941055800425815,-0.7969538644220799,0.9546725431764811
0.6545363248702252,0.28442438361443634,0.9912529023907484
1.9013414795932881,0.10529125895512426,1.1519608980972298
2.9238688925155465,0.12892965013883098,1.1446593071082816
3.5729596813811604,0.5424373835375392,1.2070675035807217
3.8338291189840668,0.07363989662715793,1.4180727807890763
3.35423141336868,0.0005352819688324295,1.6219442871201626
2.7823744527699645,-0.0065908475795715266,1.0988244962332885
2.380458472690261,0.047928279694742226,0.9114649970835411
1.9357324441294566,0.04114064985821196,0.7746040361051053
2.047757712304765,-0.24527853383737439,0.7703177811686779
1.4719430291454394,0.148593899140945,0.8199404824791132
1.129508792649414,-0.3463696452272751,0.7511905635910917
0.44693021121373633,-1.3529387201995586,0.5297198728417302
0.2934642441527302,-0.25539610672307733,0.3528336024970033
-0.16902565753103005,-0.16873637027613517,0.3650270204240356
-0.36968102546035553,0.3344823335798398,0.35717113872938877
-0.2574457517470208,0.2614862985453256,0.46262590326523256
-0.32924844748460913,0.19051445094673408,0.5096126841804827
0.2911288807588619,0.06432385422718012,0.5277220789758553
-0.16850673998316523,-0.08772455219952643,0.4664283361309588
0.09937925815828308,0.27523067474899027,0.5867218958524246
-0.26515490495571115,0.34647944816999876,0.7902471059669989
0.040518033859449076,0.22161272129722978,0.9093573293213028
0.034373264667753034,0.26432234555992773,1.1467845937583865
-0.1720469181771378,0.7384102824748554,1.2168982233079484
-0.3509871689184152,-0.08579078249832603,1.059839463253902
-0.9189306032379108,0.145970148010844,0.9446625275284112
-0.6409160146531256,0.8414411765219759,0.8560835509267075
-0.9836185888252302,0.1194028244095105,0.8544253858759978
-1.4720391884144313,0.8460051061853047,0.8340297297740409
-2.6138935696148557,0.8201781542123386,0.7301659795146447
-3.1120760495821465,-0.12003227248868079,0.40622729023152593
-2.444964747156586,-0.27361935282071886,0.2696921900099198
-2.074979407543154,-0.10569486495548616,0.21504265982922946
-1.8576334242282222,-0.039029596523450054,0.00894338640189691
-0.969181715257772,-0.18960557564636216,-0.18465305525994305
-0.3263303297402764,-0.09876042813338196,-0.24738769388810683
0.11886379172860728,-0.10460109987269033,-0.3745991691297053
0.5155569362465862,0.007009637286522173,-0.4294108559054294
0.12525005988504034,-0.1401740671290309,-0.4283204437017279
0.14096778781933494,-0.14545139349285185,-0.43827063503211283
0.06679960446493993,-0.4035337471111067,-0.423363614059177
0.7053406743398938,-0.03970902826888022,-0.44073283752245246
0.8919407949461444,-0.36403503783283925,-0.3858775518591057
1.3252938996549446,-0.29861584704640387,-0.20786827368396726
1.0320287296680775,0.05683276706963357,-0.07102071282395259
1.2191610369526984,-0.28462884076741096,0.0958435030408612
0.7140398705617557,-0.1333258377825346,0.25576698270826076
0.24930899144610663,-0.05089375497447524,0.30834970101418885
0.31125088582788507,-0.36229264835673686,0.25329558915828526
0.217624459716248,-0.32142941509220047,0.23428208460424155
0.1934162986886534,0.019958042684327902,0.14602403891852359
0.8955831722197161,-0.00884691811245189,0.1168783301808321
0.8284511366380087,-0.2913744034185475,0.13238960414442036
0.8682150912807884,-0.00013891743796453498,0.12591562576018295
0.5691830264217046,-0.25751232402641216,0.1249499999680534
1.120723357987341,-0.6356729005190183,0.18594334190344605
1.2126213953631115,-0.3665332828219226,0.18842262613860716
0.9488469602668026,-0.327419160001147,0.18184670062649233
0.8281819112257338,-0.6591171531134066,0.18511737656420874
0.6548690347977448,-0.5365606584693178,0.18015838937533932
0.7600890054263232,-0.3536261163545369,0.18841816431661457
1.1135579697439724,-0.3969751748566255,0.02159810200643101
0.8428585538631239,-0.5001560348579417,-0.009192324592499981
0.4670628766849205,-0.11922414511552296,-0.005749325944932188
0.5838553416959158,-0.1251120312891107,0.07964728597337473
0.9712724618566426,-0.12996338089797432,0.13232767543980284
0.2006594095293579,0.1188317295656053,0.22314728923446114
0.7420985221902043,-0.0840081096528107,0.3698835089883657
-0.18561198838167314,0.0448173429436061,0.4314250829792327
-0.5333933951709113,-0.15457499225880475,0.4198986143888261
-1.5242321218419619,0.0869652045598638,0.20147976074490237
-1.5880128443246377,-0.16680687827532087,-0.11296975405190625
-2.4019542485435252,-0.5829456062424975,-0.3185053588092105
-2.4490243070985684,-0.9400475705981747,-0.6578747826582808
-1.9532752782486895,-0.5465409699008361,-0.7530324482899327
-1.726587729585205,-0.08182495617514336,-0.7488822517215771
-1.6349358084749355,-0.3280758068896041,-0.7513761614250992
-1.7560655025416594,-0.2756151328149716,-0.8292329999514951
-1.4950458524475962,0.15772474933268052,-0.8734219151014598
-1.010447752934418,-1.0284241686869697,-0.8742818071834891
0.06098373782688071,-0.12181301521971659,-0.9315946472848033
0.4826111352317142,-0.48591453942034196,-0.9365907659860194
0.3217915136694671,-0.02249635013402366,-0.9349114866224578
0.3673935500808412,-0.08299321308629787,-0.9332707778880348
0.5408968783250145,-0.22901531418127938,-0.8295145452615055
0.7121236401090414,0.20279780796589353,-0.700814881210608
0.9163865689812312,-0.3616024111646283,-0.5708904752569997
0.5472498643776191,-0.19109613182827345,-0.4528039406978731
0.5811841813285312,0.6347237283174134,-0.32495960673939606
0.3891393241737262,0.06622927068270085,-0.19610450827758813
0.780157941540871,-0.34547999104313454,-0.0778571903742668
0.20545022839097982,0.03302549263000335,0.03359317749798817
-0.3216757786532298,0.07447788498279959,0.11771028437994271
-0.181283692207046,-1.2762518150492232,0.11771028437994271
-0.5550877719294078,0.11017239870894507,0.12017788782427152
-0.5728850202217473,0.26140238796166937,0.118533348094778
-0.5978403378250619,-0.2339627119610159,0.0744836026514038
-0.5531020930471087,0.35324873475327306,-0.06877214529005163
-1.4502029793712623,0.21296632458517734,-0.40614050964994264
-1.262442726396884,0.42545099441639295,-0.666203256240779
-1.9298389820596284,0.6672545501887333,-0.7021559101742335
-3.735123383868455,-3.187879362257705,-1.0873182028084447
-4.248628618490891,-1.5495291234317816,-1.140162168684236
-3.776764780389641,-0.33557311647211435,-1.1408585217087608
-2.9093621398658343,-0.007725296457769364,-1.1462869873688057
-1.5681385628369071,-0.0851452151807739,-1.1554325017857827
-1.0271427178500048,-0.7066036148639141,-1.1524907662162593
-0.1449744437419298,-0.9003954926197532,-1.1371651818285509
0.4169749167916237,-0.5724737863736945,-1.138787277464413
0.6699433566664581,-0.05894052697113256,-1.138787277464413
0.2645122046466497,0.19621092824886818,-1.1463959945561586
0.6964782402288705,0.2659603777252006,-1.162126473908006
0.4344845828521571,-0.21529743465248793,-1.1648236990189837
1.1589862611781854,-0.41702710619428107,-1.1671331477461018
1.4143464170203401,-0.3036337459679457,-1.1601022248359356
1.3065412044072744,-0.6541664386880367,-1.1471766957754141
0.9557785249905137,-0.41552259148709664,-1.1497341887757142
0.6371717411076006,-0.201471865698443,-1.1454360005528879
0.9821677594333167,-0.464181848078744,-1.1496201706717328
0.6296757731366398,-0.9744965299610102,-1.156909926019941
0.8590713057600396,-0.32573319117436816,-1.1646293275294513
1.0350231180671798,-0.4961296493921803,-1.163796598887816
0.2906023614084319,-0.24418040932352292,-1.1671331477461018
0.9902438296137461,-0.33544937290748544,-1.162126473908006
1.4226563806252202,-0.6095257009479514,-1.1629305335559617
1.2150498198538529,-1.1140829994777477,-1.1606666142037223
1.198229795514294,-1.5295613271616229,-1.157931783242488
1.1235181556807916,-0.1798520775991761,-1.1546215476225008
0.712092625693117,-0.47547209263697676,-1.1512878326327347
0.12935646057687933,-0.8612897953376102,-1.147637512693971
0.03602591464311189,-0.9035632307440807,-1.09556108311678
-0.06568156369262113,-0.15042396695176488,-1.0921455877024022
-0.0882969300679548,-0.4004760147097074,-1.0863175092309714
-0.13587686538869548,-0.21765480683874394,-1.0740556620855541
-0.11993003762249543,-0.17934597262515709,-1.0112780931373366
-0.1302510981505023,-0.7687875071386258,-0.948727961570937
0.06803809069335642,-0.3330946158602896,-0.8975119495474264
0.29168776339627556,-0.09140031999618206,-0.885519809198784
0.27122603140963264,-0.06859881942791451,-0.824585503862571
0.435403393595557,-0.33373361831693954,-0.7524473721026277
0.4431319569299319,-0.3673523762342943,-0.7057698727665727
0.07959414124201203,-0.4963471077152852,-0.6320328850588065
0.17997663269770925,-0.6471338987259107,-0.5863936230463738
0.05016068866670054,-0.14578782214572988,-0.5880641419860292
